,url,date,title,article
0,http://news.hankyung.com/article/2017071243241,17-07-12,GS홈쇼핑 식기 브랜드 '코렐' 지분 투자…아시아 주방용품 공략,GS홈쇼핑은 코렐 비전 파이렉스 등의 식기 브랜드를 갖고 있는 기업 월드키친의 지분 9.1%를 인수했다고 12일 발표했다. GS홈쇼핑과 미국 사모펀드 코넬캐피털은 월드키친 지분 99.4%를 사들였다. GS홈쇼핑은 월드키친 이사회 멤버로 경영에도 참여할 계획이다.월드키친 지분 인수는 상품 콘텐츠 강화 차원에서 이뤄졌다고 GS홈쇼핑 측은 설명했다. GS홈쇼핑 관계자는 “지분을 확보하고 경영에도 참여하게 됨에 따라 다른 홈쇼핑 업체보다 코렐 등 월드키친 제품을 조달하기 쉬워졌다”고 말했다. TV홈쇼핑 채널이 17개까지 늘어나고 온라인 유통시장이 성장하는 등 경쟁이 치열해지자 홈쇼핑사들은 다른 곳에서 팔지 않는 단독상품 확보를 위해 투자하고 있다. 회사 관계자는 “좋은 채널 번호를 차지하는 것보다 좋은 브랜드 상품을 판매하는 것이 훨씬 중요해졌다”고 강조했다. GS홈쇼핑은 모르간·브리엘 등 해외 패션브랜드 라이선스 사업을 벌이고 선글라스 브랜드 ‘사이먼스캇’을 단독 출시하기도 했다.GS홈쇼핑은 식기 수요가 계속 늘어날 것으로 전망하고 있다. 세계 주방용품 시장은 매년 5% 이상 커지고 있어 이 시장에 대응할 브랜드가 필요했다는 설명이다. 매년 GS홈쇼핑에서 팔려나가는 월드키친 제품만 100억원 정도 된다. GS홈쇼핑은 향후 인수합병(M&A)과 라이선스 확보를 통해 단독 브랜드를 더 많이 내놓을 예정이다.국내뿐 아니라 중국 동남아시아 시장 개척도 월드키친이 필요하다고 GS홈쇼핑은 판단했다. 중국에서 월드키친 매출은 지난 10년간 매년 평균 50%씩 뛰었다. 월드키친 브랜드 중 ‘비전’은 중국 유리조리 기구 시장점유율 1위를 차지하고 있다. 베트남 등 동남아 국가 소득도 높아지고 있어 이들 국가에서도 식기 수요가 크게 증가할 것으로 회사 측은 전망했다. GS홈쇼핑 관계자는 “한국과 싱가포르 시장에서는 코렐이 인기 있고 제빵업계에서는 파이렉스가 유명하다”며 “각 시장 특성에 맞춰 차별화된 제품을 선보일 예정”이라고 말했다.월드키친은 북미지역 주방용품 1위 기업으로 작년 매출은 6억4000만달러(약 7331억원)를 기록했다. 식기 브랜드 10여 개를 보유하고 있다. 작년 초 미래에셋자산운용이 사모펀드를 조성해 인수를 추진하기도 했다.이수빈 기자 lsb@hankyung.com
1,http://news.hankyung.com/article/2017071626111,17-07-16,"물걸레 로봇청소기 '에브리봇' ""바퀴 없이 걸레에 하중 실어 청소실력 높였죠""",물걸레 로봇청소기 에브리봇에는 바퀴가 없다. 대신 바닥에 달린 동그란 물걸레 두 개가 어떻게 회전하느냐에 따라 에브리봇이 종횡무진 움직이며 물걸레 청소를 한다. 정우철 에브리봇 대표는 “바퀴 없이도 로봇을 원하는 방향으로 움직이도록 하는 기술이 다른 회사에는 없는 차별점”이라며 “걸레보다 바퀴에 하중이 실리는 경쟁사 제품에 비해 에브리봇은 하중이 오롯이 걸레에 실려 청소 효율이 높다”고 말했다.땅콩 모양의 물걸레 로봇청소기 에브리봇 RS500은 로봇청소기 전문기업 에브리봇이 지난해 4월 시장에 내놓았다. 청소에 불필요한 기능은 과감히 빼고 본연의 기능인 청소에 초점을 맞춘 제품이다. 지난해 5월부터 입소문을 타기 시작해 판매량이 점차 늘어 지난달에는 1만7000대 팔렸다. 월 판매량으로는 국내 로봇청소기업계 1위다. GS홈쇼핑 생활가전 분야에서도 지난 4월부터 1위를 지키고 있다. 출시 후 이달까지 약 8만 대가 팔려 120억원 이상 매출을 올렸다. 정 대표는 “유럽 중국 미국 동남아시아 등 14개국에 수출 중”이라며 “해외에서도 에브리봇 로봇청소기를 찾는 소비자가 많아 유명 면세점에도 입점했다”고 말했다.에브리봇은 RS500의 뒤를 잇는 신제품 RS700을 17일 출시한다. 배터리 용량을 늘리고 효율을 높여 100분 충전으로 100분 동안 청소할 수 있다. 50분 사용한 뒤 더러워진 걸레를 새 걸레로 교체해 나머지 50분 동안 청소를 시키면 된다. RS500은 70분 충전으로 50분간 사용 가능했다.RS500은 충격감지센서를 통해 사물과 부딪치면서 주변 상황을 인지하며 청소를 했다. 신제품은 광학센서를 넣어 충돌하기 전에 장애물 존재를 알 수 있도록 했다. 정 대표는 “주변 사물과 부딪치지 않고도 환경을 인지할 수 있도록 개선해 청소 중 충돌 소음을 크게 줄였다”며 “터보 모드도 적용해 로봇 이동 속도를 20% 더 끌어올려 빠른 청소도 가능해졌다”고 말했다. 두께를 14㎝에서 11㎝로 줄여 소파나 침대 아래도 좀 더 쉽게 청소할 수 있다. 기본 색상 바탕을 검정으로 하고 오렌지 연두 등 형광 색상으로 포인트를 줘 고급스러운 분위기를 냈다.에브리봇은 하마터면 세상의 빛을 보지 못할 뻔한 로봇청소기다. 2014년 세계 최대 전자쇼인 미국 CES에 아이디어 수준의 시제품을 공개해 주목받았지만 당시 정 대표가 몸담고 있던 회사가 같은 해 파산했다. 정 대표는 이듬해 1월 에브리봇을 설립하고 연구개발을 계속해 RS500을 시장에 내놓았다. 20여 개에 이르는 등록 특허가 제품 개발에 큰 힘이 됐다.에브리봇은 물걸레 로봇청소기에 이어 흡입 방식으로 집안을 청소하는 로봇청소기도 곧 내놓을 계획이다. 정 대표는 “비슷한 제품으로는 후발 주자로서 시장에서 성공하기 힘들다”며 “걸레 두 개를 회전하며 이동하는 세계 유일한 물걸레 로봇청소기 에브리봇처럼 혁신적인 로봇청소기를 내놓겠다”고 강조했다.성남=이우상 기자 idol@hankyung.com
2,http://news.hankyung.com/article/2017063059131,17-06-30,청와대 참모들 보유주식 모두 매각…장하성 실장 54억 '최대',청와대 참모진이 보유 주식을 매각한 것으로 나타났다. 1급 이상 고위공직자는 업무 관련 기업의 주식을 보유할 수 없도록 공직자윤리법이 규정하고 있어서다. 자신은 물론 배우자 자녀의 주식까지 팔도록 해 이해 충돌 논란을 피하기 위한 차원이다.30일 게재된 관보에 따르면 장하성 정책실장 전병헌 정무수석 윤영찬 국민소통수석 이정도 총무비서관 등 4명의 청와대 참모진은 자신과 배우자가 보유한 주식을 매각했다.가장 많은 주식을 가졌던 사람은 장 실장이다. 장 실장은 이사장으로 있던 경제개혁연구소 등을 포함 총 41곳의 주식을 보유했다. 총 매각액은 48억2172만원이다.장 실장은 삼성전자 현대차 네이버 등 39개 민간기업에 투자한 것으로 나타났다. CJ E&M(보유주식 수 1만3630주)처럼 주식을 다량 사들인 기업도 있었다. 하지만 현대상선(1주) 신한지주(2주) 롯데칠성(3주) 포스코(10주) KB금융(10주) 등 10주 이하 주식을 보유한 기업도 많았다. 장 실장이 이처럼 많은 기업의 주식을 보유한 것은 기업지배구조 개선 등에 관심이 많았기 때문이라는 분석이 나온다. 고려대 경영학과 교수인 그는 2006년 장하성 펀드를 만들어 소액주주운동에 나서기도 했다. 장 실장은 배우자가 보유한 GS홈쇼핑 카카오 등 18곳의 총 6억309만원 규모 보유 주식도 매각하도록 했다.윤 수석도 총 1억3204만원어치 주식을 매도했다. 디스플레이 부품 제조기업 파인텍 반도체 부품기업 마이크로프랜드 등 코스닥 기업과 한국비엔씨 등 코넥스 기업에도 투자했다. 그는 현대상선 신주인수권증권(현대상선 1WR)도 1000만원 규모로 보유하고 있었다.이 비서관은 자신을 비롯해 배우자와 자녀 모두가 화승알앤에이 주식을 보유하고 있었다. 화승알앤에이는 자동차용 고무제품 생산 기업이다. 이 비서관은 화승알앤에이 주식 4만490주(1억4255만원)를 가졌고 이 비서관의 배우자와 자녀들은 총 9480주(3350만원)를 보유했다. 전 수석은 본인 소유 주식은 없었지만 배우자가 노루홀딩스 선창산업 지누스 등 3개 기업의 주식을 가졌다. 전 수석의 배우자는 주식을 매각한 뒤 총 3522만원을 실현했다.청와대 참모진이 이처럼 주식을 매각한 것은 공직자윤리법 규정에 의한 것이다. 공직자윤리법 14조에 따르면 1급 이상 고위공무원은 총 3000만원을 초과하는 주식을 보유하면 주식백지신탁심사위원회에 신고해야 한다. 위원회에서 직무 관련성이 있다는 결정을 받으면 한 달 이내에 주식을 매각하거나 신탁해야 한다. 2005년부터 본격 시행된 이 제도는 고위공무원 자신은 물론 배우자 자녀 모두에게 해당한다.청와대 참모진이 주식을 매각한 것은 이번이 처음은 아니다. 박근혜 정부 때 윤창번 청와대 미래전략수석비서관은 임명 후 5억1800만원 규모의 본인 명의 주식과 6억6000만원 상당의 배우자 명의 상장주식 전량을 매각했다. 하나로텔레콤 전 회장이었던 그는 CJ E&M 기아차 현대차 삼성전자 등 주식을 보유하고 있었다.조미현 기자 mwise@hankyung.com
3,http://news.hankyung.com/article/201707149400a,17-07-14,탈모닷컴 TS샴푸 1000억원 판매와 100만 고객 돌파,"탈모방지에 도움을 주는 스테디셀러 TS샴푸를 선보이는 탈모닷컴(대표 장기영)은 TS샴푸 1000억원 판매와 100만 고객을 돌파했다고 7일 밝혔다.개발자인 장기영 대표와 가족이 직접 쓰기 위해 만든 TS샴푸는 최근 더욱 주목받고 있는 두피 케어 및 헤어 시장의 성장과 함께 홈쇼핑에서 높은 인지도를 형성하고 있는 제품이다.2014년 GS홈쇼핑 단독 론칭을 시작으로 2017년 현재까지 1000억원의 매출과 121회 매진 기록을 달성했다. 홈쇼핑과 소비자 구매를 통한 19만여 명의 재구매 9만여 건의 후기와 함께 대중적인 탈모 샴푸로 꾸준한 사랑을 받고 있다.탈모닷컴의 히트상품인 TS샴푸는 화학적 성분을 배제하고 28가지 한방 성분과 단백질 성분 자연 유래 성분을 함유하고 있으며 어성초 자소 녹차 천궁 고삼 자몽 쑥 등의 자연유래성분을 가득 담았다. 특히 비타민 B7로 유명한 비오틴을 함유해 사용해본 사람들의 만족도가 높은 것이 특징이다.기존 성분보다 핵심성분을 대폭 함유 기존 피톤치드 성분 대신 시트러스와 천연 라벤더향을 추가한 '올뉴TS샴푸’의 업그레이드 버전인 ‘올뉴 플러스 TS샴푸’를 출시할 예정이다.홈쇼핑에서 나아가 2017년 상반기 올리브영 GS25 편의점을 비롯하여 롯데백화점 인천공항 면세점 농협 하나로마트 등 다양한 온라인과 오프라인 판매처를 확보하며 가파른 성장세를 이어가고 있다.장기영 대표는 ""그동안 소비자들의 많은 사랑과 관심 덕분에 지금의 TS샴푸가 있다고 생각한다""며 “앞으로도 소비자들의 관심과 사랑에 보답하는 마음으로 지속적인 연구개발과 함께 매년 더 나은 제품을 선보이려 노력하겠다""고 밝혔다.한경닷컴 뉴스팀 newsinfo@hankyung.com"
4,http://stock.hankyung.com/news/app/newsview.php?aid=2017071917576,17-07-19,나노스 어느새 시총 8위…닷새째 '급등',"가 5거래일째 급등하며 시가총액 8위로 올라섰다.19일 오전 9시7분 현재 는 전날보다 3650원(25.26%) 오른 1만8100원에 거래중이다. 지난 13일 거래재개 이후 상한가로 치솟은 주가는 5거래일 연속 급등하며 신고가로 직행했다. 거래재개 당시 기준가는 1695원이었다.주가 폭등으로 시가총액 규모는 눈덩이처럼 불어나 1조7400억원을 넘어섰다. 코스닥시장에선 컴투스 GS홈쇼핑 등을 제치고 전체 8위로 뛰어 올랐다. 7위 휴젤과는 불과 2000억원 차이다.전날 한국거래소 코스닥시장본부는 에 대해 ""주가급변 등으로 투자자 피해 가 우려되니 투자판단에 각별히 유의하기 바란다""며 ""거래내용이 현저히 공정성을 결여할 우려가 있는 경우 또는 투자자 보호상 필요할 경우 코스닥 시장 업무규정에 따라 매매거래정지 조치를 취할 예정""이라고 밝혔다.채선희 한경닷컴 기자"
5,http://news.hankyung.com/article/2017071943061,17-07-19,"허창수 ""불확실할수록 선제적 투자""",“지난 일을 잊지 않고 잘 살펴서 일의 지침으로 삼는다.”허창수 GS그룹 회장(사진)이 19일 서울 역삼동 GS타워에서 열린 3분기 GS 임원 모임에서 던진 화두다. 허 회장이 인용한 문구는 중국 전국시대 때 활약한 여러 제후국 전략가의 정치·군사·외교 관련 책략을 모은 ‘전국책(戰國策)’에 나오는 내용. 허 회장은 “과거의 실수를 되풀이한다면 지금보다 나은 미래를 기대하기 어렵다”며 “과거의 경험을 우리 자산으로 내재화하고 혁신을 통해 노하우를 축적하고 차별화해야만 경쟁에서 앞서고 시장의 신뢰도 얻을 수 있다”고 강조했다. 이날 모임에는 허진수 GS칼텍스 회장을 비롯해 허태수 GS홈쇼핑 부회장 정택근 GS 부회장 등 GS그룹 주요 경영진 150여 명이 참석했다.허 회장은 이날 ‘투자’와 ‘성장’을 강조했다. 그는 “국제 유가와 금리를 비롯한 외부 환경의 불확실성이 확대되는 가운데 인공지능(AI)과 자율주행차 등 기술 혁신으로 시장은 빠르게 변하고 있다”며 “미래가 불확실할수록 선제적으로 과감한 투자에 나서야 미래 성장동력을 확보할 수 있다”고 진단했다.4차 산업혁명 시대를 맞아 사업 포트폴리오 고도화의 필요성도 강조했다. 허 회장은 “정보기술(IT) 기업이 자동차산업에 진출하는 등 산업 간 경계가 무너지고 있다”며 “변화의 흐름에 적응하려면 연결과 협력을 통해 새로운 가치를 창출해내는 노력이 필요하다”고 지적했다. 그러면서 “우리의 경험과 전문성을 연결하고 융합해 사업 간 시너지를 창출할 방안을 적극적으로 모색해달라”고 당부했다.사업 포트폴리오 고도화를 위한 전략으론 ‘균형과 집중’을 꼽았다. 허 회장은 “우리의 사업과 실력을 냉철하게 돌아보고 핵심 역량이 뒷받침되지 않는 사업은 과감히 줄여가는 노력을 해야 한다”고 말했다. “열린 마음으로 각 조직이 지닌 강점을 융합해 새로운 사업 기회를 만들어가자”고 조직문화 개선도 주문했다.허 회장은 “적극적인 투자를 통해 좋은 일자리를 창출해내고 상생하는 경영활동을 지속해야 한다”고 말했다.김보형 기자 kph21c@hankyung.com
6,http://news.hankyung.com/article/2017071733031,17-07-17,GS '열린 소통공간' 마련해 직원 창의성 극대화,GS그룹은 구성원들이 원활하게 소통할 수 있는 ‘열린 조직문화’ 정착에 힘쓰고 있다. 일과 삶의 조화를 통해 조직의 활력과 생산성은 물론 개인의 삶의 질을 높일 수 있도록 계열사별로 다양한 프로그램을 운영 중이다.허창수 GS그룹 회장은 “개방성과 유연성을 겸비한 창의적 조직문화는 지속 성장의 원동력”이라며 “낡은 사고와 행동 패턴을 창조적으로 파괴하고 유연한 조직문화를 정착시키기 위해서는 다양한 의견을 경청하고 여러 이해관계자와 소통해야 한다”고 강조한다.GS칼텍스는 원활한 소통과 협업 활성화를 위해 서울 역삼동 GS강남타워 27층에 ‘열린 소통공간’을 마련했다. 공간 명칭은 사내 공모를 통해 ‘지음(知音)’으로 지었다. ‘새로운 아이디어를 지어내는 공간’이라는 의미를 담고 있다.지음에서는 조직 활력을 제고하고 비슷한 관심사를 가진 구성원 간 소통 및 교류 기회를 제공하기 위해 매달 정기적으로 구성원 대상 특강인 ‘지음 아카데미’ ‘지음 토크’ ‘지음 타임’ 등을 열고 있다.GS리테일은 서로를 배려하고 새로움을 추구하며 최고를 지향하고 즐겁게 일한다는 의미의 조직 가치인 4F(fair-올바른 friendly-친근한 fresh-신선한 fun-즐거운)를 내세워 유연하면서도 진취적인 조직문화를 확립해 나가고 있다. 이와 함께 친근한 조직문화의 일환으로 고객에게 칭찬을 받은 직원에게는 최고경영자(CEO)가 친필로 쓴 감사 편지를 가족에게 보내고 있다. 모든 리더와 구성원이 매월 ‘야자타임’ 등 격의 없는 대화를 통해 서로를 이해하는 ‘한마음 나눔터’를 열어 쌍방향 커뮤니케이션 문화를 조성하고 있다.GS건설은 2014년부터 집중근무제도를 시행해 본사 근무 직원들의 업무 효율을 제고하고 불필요한 야근을 없애고 있다. 오전 8시30분부터 11시까지는 집중근무시간으로 업무 지시 팀 회의 자리 이탈 등을 금지하고 본인 업무에만 집중하도록 한 것이다. 대신 퇴근 시간은 오후 5시30분으로 당겼다. 가족과 저녁이 있는 삶의 기회를 제공해 직원들의 일과 가정의 균형 유지를 도모하고 있다.GS E&R은 매월 하루씩 패밀리데이를 시행 중이다. 조직문화 활성화의 일환이다. 패밀리데이에는 전 직원이 조기 퇴근해 가족과 시간을 보내거나 여가활동을 즐긴다. 회사에서는 매월 특정 테마 및 활동가이드를 제안해 특별한 패밀리데이를 보낼 수 있도록 돕고 있다. 또 본부별로 선발된 CL(체인지리더·change leader)이 조직문화 활성화 활동을 주도하고 있다. CL은 주기적으로 대표이사와의 열린대화를 통해 커뮤니케이션 채널 역할을 담당한다.GS홈쇼핑도 다이어트 프로그램을 포함한 사내 피트니스 운영과 수면실 샤워장 캠핑장 운영 스포츠 관람 지원 정기적인 문화공연 등 다양한 휴식을 통한 재충전 기회를 제공하고 있다.김보형 기자 kph21c@hankyung.com
7,http://news.hankyung.com/article/2017071627071,17-07-16,집밥같은 간편식에 빠진 4050 주부들,40~50대 주부들의 가정간편식(HMR) 구매가 빠르게 늘고 있다. 제품 선택의 폭이 넓어진 데다 맛도 좋아지면서 1인가구나 맞벌이 부부뿐 아니라 직접 지은 밥과 국을 고집하던 중년 주부들도 HMR 구매대열에 합류하고 있다는 분석이다.옥션은 40~50대 주부들이 자사 사이트를 통해 HMR을 구매한 금액이 3년간(2013~2016년) 2배 이상 증가했다고 16일 밝혔다. 이들의 구매증가율(111%)은 옥션 전체 HMR 성장률인 87%를 웃돈다.40~50대 주부들의 구매가 가장 많이 증가한 품목은 밥상 필수 메뉴인 국과 찌개였다. 이들 제품은 4년 동안 5배(418%) 이상 구매가 늘었다. 미역국이나 된장국에 그쳤던 국 제품이 닭개장 소고기뭇국 선지해장국 등으로 다양해진 데다 맛까지 업그레이드되면서 주부들로부터 좋은 반응을 얻고 있다고 옥션은 설명했다. 구이·반찬류가 4배(339%) 넘게 증가했고 1인가구나 젊은 맞벌이 부부가 주로 구매하던 즉석밥(166%)과 카레짜장(192%)의 증가세도 두드러졌다.옥션이 자체 기획한 지역맛집 간편식도 40~50대 주부들로부터 좋은 반응을 얻고 있다. 옥션은 맛집로드 코너를 통해 맛집으로 소문난 음식점과 연계해 해당 지역까지 멀리 가지 않아도 집에서 편하게 즐길 수 있는 프리미엄 간편식을 판매 중이다. 옥션은 맛집로드 전체 여성 구매 고객 중 40~50대가 차지하는 비중(65%)이 올 들어 처음으로 절반을 넘었다고 설명했다. 옥션 관계자는 “즉석식품 간편식 시장 경쟁이 치열해지면서 집밥 같은 맛과 품질의 상품이 속속 출시되고 있다”며 “가족 건강을 위해 꼼꼼하게 재료를 따지고 구매해 직접 조리하던 40~50대 주부 고객의 관련 상품 구매가 매년 빠르게 증가하는 추세”라고 말했다.식품업체들도 주부 고객 잡기에 적극적이다. 신세계푸드의 한식 HMR브랜드 ‘올반’은 홈쇼핑 3사로 판매채널을 확대했다. 주부들에게 좋은 반응을 얻어 GS홈쇼핑에선 ‘올반소불고기’가 10회 완판(완전판매)되기도 했다. 한국야쿠르트는 지난달 간편식 브랜드 잇츠온을 론칭하고 야쿠르트 아줌마를 통해 배달 서비스를 시작했다. 국과 탕을 비롯해 요리 김치 반찬 등을 냉동이나 레토르트 상태가 아니라 냉장상태로 가져다준다.한국농식품유통교육원에 따르면 지난해 HMR 시장은 2조3000억원 규모로 2010년 7700억원에서 3배가량 커졌다. 올해는 약 3조원에 달할 것으로 업계는 전망하고 있다.이유정 기자 yjlee@hankyung.com
8,http://stock.hankyung.com/news/app/newsview.php?aid=2017063052646,17-06-30,코스피 外人·기관 '팔자'에 하락…사상 첫 7개월 연속 상승,코스피지수가 사상 처음으로 7개월 연속 상승했다.30일 코스피지수는 전날 대비 0.16% 하락한 2391.79를 기록했다. 이날 하락했지만 이달 코스피지수는 1.89%를 상승했다. 지난해 12월부터 7개월째 연속 상승세를 이어갔다.이날 지수는 간밤 미국 뉴욕증시가 기술주(株)의 급락 여파로 하락했다는 소식에 영향을 받으며 장중 내내 반등에 나서지 못했다. 국내 대표 정보기술(IT)주도 일제히 내렸다. 외국인과 기관이 각각 410억원과 1205억원씩 순매도했으며 기관의 경우 금융투자(증권사 등)가 912억원 어치 매도해 투자심리를 약화시켰다. 개인만 1092억원 가량 순매수 지수의 추가 하락을 막아냈다. 프로그램 매매의 경우 차익매매를 통해 1290억원 가량 매도 물량이 나온 반면 비차익 순매수가 1470억원을 웃돌았다. 시가총액 상위주는 대체로 내렸다. 삼성전자와 SK하이닉스는 전날 대비 각각 0.83%와 1.61% 내린 237만7000원과 6만7400원에 거래를 마쳤다. 현대차와 삼성전자우도 각각 0.93%와 2%의 주가하락률을 보였다. 이밖에 삼성물산(-0.34%) 네이버(-1.76%) 현대모비스(-1.96%) KB금융(-0.35%) 신한지주(-1.20%) 한국전력(-0.12%) KB금융(-0.17%) 등도 하락 마감했다. 종목별로는 KGP가 전날 대비 19.75% 급등한 576원을 기록했고 티웨이홀딩스와 녹십자홀딩스1우도 각각 12%와 10% 가량 상승했다. 삼성공조 코스모화학 금호산업 신원 대한제강 수출포장 인지컨트롤스 등은 4~7%의 주가상승률을 기록했다. 코스닥지수는 장막판 반등했다. 코스닥지수는 전날보다 0.16% 오른 669.04에 거래를 마감해 이틀 연속 상승세를 이어갔다. 외국인과 기관이 각각 40억원과 540억원 가량 매도 우위를 보였지만 개인이 651억원 어치 보유주식을 늘리면서 지수의 반등에 힘을 실어줬다. 시총 상위주는 혼조세를 나타냈다.셀트리온과 메디톡스가 전날보다 1.77%와 0.81% 오른 반면 CJ E&M과 SK머티리얼즈는 1.69%와 0.50% 내렸다. 카카오는 보합권에 머물렀다. 로엔(1.27%) 코미팜(1.40%) 휴젤(2.29%)은 상승했고 바이로메드(-1.81%) GS홈쇼핑(-2.69%)은 떨어졌다. 종목별로는 현성바이탈과 SBI액시즈가 15%와 11% 이상 뛰어올랐고 뉴트리바이오텍 한솔신텍 해성옵틱스 하이셈 아진산업 등은 6~8%대 강세를 보였다. 한편 원·달러 환율은 소폭 상승했다.서울외환시장에서 원·달러 환율은 전날보다 0.26%(3.00원) 오른 1144.10원을 기록했다.정현영 한경닷컴 기자
9,http://stock.hankyung.com/news/app/newsview.php?aid=2017070300826,17-07-03,코스피 2380선으로 후퇴…코스닥 660선 위태,코스피지수가 2380선으로 밀려나 하락 흐름을 이어가고 있다.3일 오후 1시22분 현재 코스피지수는 전날보다 4.36포인트(0.18%) 내린 2387.43에 거래중이다. 외국인 기관이 동반 팔자를 외치며 지수 하락을 이끌고 있다. 각각 9억원 478억원 순매도중이다. 개인은 홀로 132억원 매수 우위다. 프로그램으로는 차익 비차익 모두 순매도로 전체 344억원 매도 우위다.의약품과 의료정밀 업종이 2~3%약세다. 전기전자 유통업 증권업도 1% 넘게 떨어지고 있다. 반면 철강금속 기계 통신업이 2~3% 상승중이다.시가총액 상위 종목은 등락이 엇갈리고 있다.    이 소폭 하락중이고 하이닉스 이 2~3% 약세다. 반면   텔레콤이 2~3% 상승중이고  도 1% 넘게 오르고 있다.같은시간 코스닥지수는 1% 넘게 하락중이다. 전날보다 7.76포인트(1.16%) 내린 661.28을 기록하고 있다.외국인 기관이 각각 502억원 765억원 순매도중이다. 개인은 1246억원 매수 우위다.    이 1~2% 내림세다. 머티리얼즈는 4% 급락중이다.    은 상승세고 은 2% 넘게 오르며 52주 신고가를 경신했다.서울 외환시장에서 오후 1시18분 현재 원·달러 환율은 전날보다 2.0원 오른 1146.1원에 거래되고 있다.채선희 한경닷컴 기자
